;author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
3266;ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/286230902/;Москва_и_др.;sale;flat;1;14;5;101.4;129191;13100000;1988;60.9;17.5;79150362475;;;Некрасовка;
3267;PORTAL ESTATE;real_estate_agent;https://chekhov.cian.ru/sale/flat/283531015/;Москва_и_др.;sale;flat;6;9;5;144.7;116655;16880000;2002;101.0;10.0;79647871163;;;Аннино;
3268;Зеленый проспект;real_estate_agent;https://sergiyev-posad.cian.ru/sale/flat/276151252/;Москва_и_др.;sale;flat;5;6;5;154.9;112976;17500000;1998;110.3;13.5;79639785029;;;;
3269;МОЯ СТОЛИЦА;real_estate_agent;https://korolev.cian.ru/sale/flat/284860562/;Москва_и_др.;sale;flat;24;26;5;180.0;133333;24000000;2013;72.0;31.4;79165727396;;;;
3270;Capital Mars;real_estate_agent;https://www.cian.ru/sale/flat/281954829/;Москва_и_др.;sale;flat;5;5;5;92.0;293478;27000000;1956;-1.0;12.0;79660630772;Дмитровский;Дмитровское шоссе;Марк;
3271;Наталия Сычева;realtor;https://reutov.cian.ru/sale/flat/287513275/;Москва_и_др.;sale;flat;10;25;5;155.8;181001;28200000;2022;90.9;14.8;79660525020;;;Новокосино;
3272;MSK Estate;real_estate_agent;https://www.cian.ru/sale/flat/284299987/;Москва_и_др.;sale;flat;1;12;5;101.4;185305;18790000;1977;61.5;17.1;79660479325;Бибирево;Корнейчука;Алтуфьево;
3273;Этажи Москва;real_estate_agent;https://kotelniki.cian.ru/sale/flat/277766086/;Москва_и_др.;sale;flat;2;30;5;110.0;270909;29800000;2018;-1.0;20.0;79031280447;;;Котельники;
3274;Светлана Сорокина;realtor;https://www.cian.ru/sale/flat/281832513/;Москва_и_др.;sale;flat;1;12;5;110.2;199637;22000000;1983;64.0;10.0;79645382260;Кунцево;Ивана Франко;Рабочий посёлок;
3275;ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/286249015/;Москва_и_др.;sale;flat;2;8;5;83.7;310633;26000000;1960;59.7;8.7;79671668161;Алексеевский;Космонавтов;ВДНХ;
3276;МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/285503855/;Москва_и_др.;sale;flat;3;7;5;84.5;330177;27900000;1929;62.0;9.0;79652256853;Красносельский;1-й Красносельский переулок;Красносельская;
3277;Андрей Парамзин;realtor;https://www.cian.ru/sale/flat/286342045/;Москва_и_др.;sale;flat;6;7;5;122.0;270491;33000000;1937;78.6;11.1;79164332212;Южнопортовый;Велозаводская;Дубровка;
3278;CITY;real_estate_agent;https://reutov.cian.ru/sale/flat/287396110/;Москва_и_др.;sale;flat;16;25;5;128.2;171606;22000000;2018;80.8;15.0;79859294742;;;Новокосино;
3279;Простор-недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/287534812/;Москва_и_др.;sale;flat;1;22;5;130.5;191570;25000000;2002;74.0;8.0;79647823301;Ховрино;Фестивальная;;
3280;Андрей Зарубин;realtor;https://www.cian.ru/sale/flat/287290992/;Москва_и_др.;sale;flat;8;8;5;111.3;226415;25200000;1999;67.0;11.0;79651077659;Южное Бутово;Скобелевская;Улица Скобелевская;
3281;ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284745620/;Москва_и_др.;sale;flat;15;17;5;112.5;248888;28000000;2014;70.9;12.9;79671668161;Южное Медведково;Ясный проезд;Бибирево;
3282;МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/286022589/;Москва_и_др.;sale;flat;4;5;5;85.8;326340;28000000;1958;62.3;7.3;79660514257;Савеловский;Петровско-Разумовский проезд;Петровский Парк;
3283;Влад Синюков;realtor;https://vidnoye.cian.ru/sale/flat/283443602/;Москва_и_др.;sale;flat;12;12;5;157.4;184243;29000000;2001;-1.0;-1.0;79660639142;;;;
3284;НАТАНИЭЛЬ;real_estate_agent;https://khimki.cian.ru/sale/flat/276942907/;Москва_и_др.;sale;flat;12;17;5;157.1;190324;29900000;1999;95.0;17.0;79651378519;;;;
3285;РЕАЛЬНАЯ НЕДВИЖИМОСТЬ;real_estate_agent;https://korolev.cian.ru/sale/flat/285686126/;Москва_и_др.;sale;flat;1;12;5;101.0;121782;12300000;1981;70.0;18.0;79165986803;;;Ростокино;
3286;Виктория Ринейская;realtor;https://balashikha.cian.ru/sale/flat/264241006/;Москва_и_др.;sale;flat;2;3;5;139.0;57553;8000000;-1;72.8;19.1;79165469931;;;Новокосино;
3287;АКТИВ;real_estate_agent;https://lobnya.cian.ru/sale/flat/285513665/;Москва_и_др.;sale;flat;17;17;5;130.0;90000;11700000;2017;74.0;13.1;79151290473;;;Лобня;
3288;Офис на Серпуховской;real_estate_agent;https://www.cian.ru/sale/flat/287015265/;Москва_и_др.;sale;flat;3;4;5;130.0;90769;11800000;2014;75.0;10.0;79623640457;;;;
3289;Эксперт;real_estate_agent;https://dubna.cian.ru/sale/flat/253911371/;Москва_и_др.;sale;flat;2;9;5;98.3;131739;12950000;1983;65.3;13.5;79651186032;;;;
3290;Московский Квартал;real_estate_agent;https://mytishchi.cian.ru/sale/flat/286372456/;Москва_и_др.;sale;flat;5;5;5;124.0;145161;18000000;2011;97.0;22.0;79162475934;;;;
3291;МРИЭЛТОР - офис Отрадное;real_estate_agent;https://www.cian.ru/sale/flat/281150703/;Москва_и_др.;sale;flat;1;14;5;113.5;159471;18100000;1993;70.0;9.0;79660629240;Крюково;Зеленоград;Ховрино;
3292;Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/286508228/;Москва_и_др.;sale;flat;6;6;5;190.0;105263;20000000;2017;93.0;20.0;79853843187;;;;
3293;Светлана Иванова;realtor;https://www.cian.ru/sale/flat/275299103/;Москва_и_др.;sale;flat;1;12;5;99.4;216297;21500000;1980;68.3;8.5;79652256527;Марьино;Перерва;Перерва;
3294;Азиза Шажен-Батуева;realtor;https://www.cian.ru/sale/flat/275930191/;Москва_и_др.;sale;flat;1;12;5;102.0;215686;22000000;1976;61.2;17.3;79645392198;Отрадное;Бестужевых;Отрадное;
3295;МГСН-отдел продаж;real_estate_agent;https://www.cian.ru/sale/flat/286435922/;Москва_и_др.;sale;flat;15;15;5;111.6;206093;23000000;1998;67.9;10.5;79852854109;Марьино;Братиславская;Братиславская;
3296;EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/283555537/;Москва_и_др.;sale;flat;4;14;5;112.5;213333;24000000;1994;65.0;12.0;79057178642;Южное Бутово;Веневская;Улица Скобелевская;
3297;Руслан Гильманов;realtor;https://www.cian.ru/sale/flat/282473018/;Москва_и_др.;sale;flat;12;16;5;112.4;222419;25000000;1998;67.7;10.7;79660634209;Митино;Пятницкое шоссе;Волоколамская;
3298;Михаил Рыкман;realtor;https://www.cian.ru/sale/flat/284428553/;Москва_и_др.;sale;flat;5;16;5;108.3;244690;26500000;1996;81.2;10.5;79660593981;Митино;Пятницкое шоссе;Пятницкое шоссе;
3299;Сергей Миронов;realtor;https://www.cian.ru/sale/flat/278567445/;Москва_и_др.;sale;flat;16;16;5;130.5;210727;27500000;1999;79.3;10.0;79806400915;Митино;Барышиха;Митино;
3300;EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/282389753/;Москва_и_др.;sale;flat;5;5;5;125.5;238247;29900000;1996;78.6;11.7;79099832569;Северное Бутово;Академика Глушко;Бульвар Дмитрия Донского;
3301;Екатерина Гора;realtor;https://vidnoye.cian.ru/sale/flat/283520707/;Москва_и_др.;sale;flat;4;4;5;167.1;191502;32000000;2013;98.6;10.0;79623699330;;;;
3302;Chase R.E.S.;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/228825011/;Москва_и_др.;sale;flat;12;21;5;190.0;176315;33500000;2011;117.0;30.0;79855082395;;;Мякинино;
3303;ТСН Владис;real_estate_agent;https://korolev.cian.ru/sale/flat/286218421/;Москва_и_др.;sale;flat;5;9;5;124.4;136254;16950000;1990;80.1;20.6;79623635397;;;Медведково;
3304;Сергей Михайлов;realtor;https://serpukhov.cian.ru/sale/flat/284287852/;Москва_и_др.;sale;flat;2;9;5;116.0;64655;7500000;1990;82.0;14.0;79660531071;;;Аннино;
3305;Мелания Мкртчян;realtor;https://aprelevka.cian.ru/sale/flat/284454958/;Москва_и_др.;sale;flat;3;5;5;83.5;111377;9300000;1981;57.0;10.0;79850246427;;;;
3306;Этажи Москва;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/263569159/;Москва_и_др.;sale;flat;6;10;5;94.6;126849;12000000;1990;64.0;7.5;79099340554;;;;
3307;Karlson Realty;real_estate_agent;https://aprelevka.cian.ru/sale/flat/286629728/;Москва_и_др.;sale;flat;4;4;5;130.0;96153;12500000;2020;80.0;25.0;79109124820;;;;
3308;Единая Служба Недвижимости;real_estate_agent;https://stupino.cian.ru/sale/flat/282788923/;Москва_и_др.;sale;flat;6;12;5;103.0;134951;13900000;2000;73.0;11.0;79153869058;;;;
3309;Самолет плюс - Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/282084025/;Москва_и_др.;sale;flat;4;4;5;200.0;70000;14000000;2012;100.0;30.0;79651097795;;;;
3310;Алексей Соловьев;realtor;https://lyubertsy.cian.ru/sale/flat/271869572/;Москва_и_др.;sale;flat;3;3;5;205.0;72682;14900000;-1;118.0;35.0;79670097545;;;;
3311;РЕАЛ;real_estate_agent;https://chekhov.cian.ru/sale/flat/279998099/;Москва_и_др.;sale;flat;1;9;5;149.2;104557;15600000;2006;-1.0;-1.0;79164593910;;;Царицыно;
3312;PORTAL ESTATE;real_estate_agent;https://podolsk.cian.ru/sale/flat/286751682/;Москва_и_др.;sale;flat;3;10;5;125.9;132644;16700000;2002;89.9;9.3;79660595279;;;;
3313;Землемер;real_estate_agent;https://stupino.cian.ru/sale/flat/274082043/;Москва_и_др.;sale;flat;15;17;5;180.0;100000;18000000;2014;70.0;15.0;79660643708;;;;
3314;MSK Estate;real_estate_agent;https://odintsovo.cian.ru/sale/flat/274502344/;Москва_и_др.;sale;flat;12;14;5;150.0;126666;19000000;2014;110.0;25.0;79623651251;;;;
3315;Абсолют Банк;real_estate_agent;https://www.cian.ru/sale/flat/287232311/;Москва_и_др.;sale;flat;4;5;5;138.7;62004;8600000;-1;-1.0;-1.0;79850389479;;;;
3316;ИРМА недвижимость;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/287213845/;Москва_и_др.;sale;flat;1;14;5;108.0;109259;11800000;1989;62.1;21.7;79169557093;;;;
3317;Бейкер-стрит МСК;real_estate_agent;https://vidnoye.cian.ru/sale/flat/282698628/;Москва_и_др.;sale;flat;5;10;5;127.1;152635;19400000;2002;70.2;16.8;79651047420;;;Домодедовская;
3318;Илья Вериго;realtor;https://chekhov.cian.ru/sale/flat/279816939/;Москва_и_др.;sale;flat;2;7;5;132.0;151515;20000000;2004;95.3;16.5;79099973483;;;;
3319;Ла Терра;real_estate_agent;https://www.cian.ru/sale/flat/284760672/;Москва_и_др.;sale;flat;5;10;5;114.3;185476;21200000;2021;70.2;6.0;79660641406;;;Прокшино;
3320;Триумфальная Арка;real_estate_agent;https://www.cian.ru/sale/flat/281046496/;Москва_и_др.;sale;flat;1;9;5;83.6;251196;21000000;1966;68.1;6.0;79162314845;Северное Медведково;проезд Шокальского;Медведково;
3321;ОГРК;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/286763637/;Москва_и_др.;sale;flat;2;12;5;126.2;179873;22700000;2014;99.0;18.0;79150904291;;;Павшино;
3322;ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/280457474/;Москва_и_др.;sale;flat;4;4;5;138.0;170289;23500000;2010;93.5;10.5;79671668161;;;;
3323;Русь-офис Ильинский;real_estate_agent;https://korolev.cian.ru/sale/flat/267935603/;Москва_и_др.;sale;flat;1;4;5;209.0;114832;24000000;2009;127.1;35.5;79660583393;;;;
3324;Градомиръ;real_estate_agent;https://pushkino.cian.ru/sale/flat/263097627/;Москва_и_др.;sale;flat;16;17;5;157.0;156050;24500000;2004;91.5;24.4;79175261305;;;Ростокино;
3325;ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;real_estate_agent;https://www.cian.ru/sale/flat/286018390/;Москва_и_др.;sale;flat;1;12;5;102.2;273972;28000000;1984;69.4;17.5;79805105700;Отрадное;Каргопольская;Отрадное;
3326;ESTMAN;real_estate_agent;https://www.cian.ru/sale/flat/284618192/;Москва_и_др.;sale;flat;15;17;5;160.0;178125;28500000;2011;94.0;14.0;79162215205;;;Коммунарка;
3327;ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/286023013/;Москва_и_др.;sale;flat;2;16;5;113.4;291005;33000000;1996;68.1;10.9;79671668161;Митино;Пятницкое шоссе;Пятницкое шоссе;
3328;Capital Mars;real_estate_agent;https://www.cian.ru/sale/flat/281955238/;Москва_и_др.;sale;flat;1;17;5;114.0;293859;33500000;2007;-1.0;20.0;79623676781;Нагатинский затон;Коломенская;Нагатинский Затон;
3329;Cristall Realty;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/287441514/;Москва_и_др.;sale;flat;12;21;5;200.0;166950;33390000;2011;120.0;30.0;79057159776;;;Волоколамская;
3330;ГОРОБМЕН;real_estate_agent;https://khimki.cian.ru/sale/flat/286276586/;Москва_и_др.;sale;flat;7;8;5;304.0;104934;31899999;2010;188.6;26.6;79850075711;;;Ховрино;
3331;Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/274852611/;Москва_и_др.;sale;flat;1;3;5;134.0;119402;16000000;2013;-1.0;30.0;79647831571;;;Тёплый Стан;
3332;УЮТ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/282914239/;Москва_и_др.;sale;flat;17;18;5;120.5;135000;16267500;2016;-1.0;15.0;79660628684;;;;
3333;Наталья Зинченко;realtor;https://www.cian.ru/sale/flat/287409574/;Москва_и_др.;sale;flat;1;12;5;102.0;175490;17900000;1978;-1.0;-1.0;79175091773;Нагатинский затон;Затонная;Кленовый бульвар;
3334;Business Leader;real_estate_agent;https://www.cian.ru/sale/flat/283581324/;Москва_и_др.;sale;flat;7;7;5;100.0;295000;29500000;1957;65.0;8.8;79651572723;Даниловский;3-й Павелецкий проезд;Тульская;
